PUBMED_ID,Abstract,Keyword
32512939,"Aquaporin-11 (AQP11) is expressed in human adipocytes, but its functional role remains unknown. Since AQP11 is an endoplasmic reticulum (ER)-resident protein that transports water, glycerol, and hydrogen peroxide (H<sub>2</sub>O<sub>2</sub>), we hypothesized that this superaquaporin is involved in ER stress induced by lipotoxicity and inflammation in human obesity. AQP11 expression was assessed in 67 paired visceral and subcutaneous adipose tissue samples obtained from patients with morbid obesity and normal-weight individuals. We found that obesity and obesity-associated type 2 diabetes increased (<i>p</i> < 0.05) AQP11 mRNA and protein in visceral adipose tissue, but not subcutaneous fat. Accordingly, <i>AQP11</i> mRNA was upregulated (<i>p</i> < 0.05) during adipocyte differentiation and lipolysis, two biological processes altered in the obese state. Subcellular fractionation and confocal microscopy studies confirmed its presence in the ER plasma membrane of visceral adipocytes. Proinflammatory factors TNF-\u03b1, and particularly TGF-\u03b21, downregulated (<i>p</i> < 0.05) AQP11 mRNA and protein expression and reinforced its subcellular distribution surrounding lipid droplets. Importantly, the <i>AQP11</i> gene knockdown increased (<i>p</i> < 0.05) basal and TGF-\u03b21-induced expression of the ER markers ATF4 and CHOP. Together, the downregulation of AQP11 aggravates TGF-\u03b21-induced ER stress in visceral adipocytes. Owing to its \""peroxiporin\"" properties, AQP11 overexpression in visceral fat might constitute a compensatory mechanism to alleviate ER stress in obesity.",Obesity
31147833,"Hyperinsulinemia is linked to the development of various chronic diseases, especially obesity given to the role of insulin responses in body fat accumulation; hence, the current study aimed to examine the association of insulinemic potential of the diet with general and abdominal obesity among a large population of Iranian adults."", ""This cross-sectional study was carried out among 8691 adult participants aged 18-55\u00a0years. Dietary data were collected using a validated dish-based 106-item semi-quantitative food frequency questionnaire. Dietary insulin index (DII) was computed through considering food insulin index values published earlier. Dietary insulin load (DIL) was also calculated using a standard formula. Assessment of anthropometric measures was conducted through a self-administered questionnaire. General obesity was defined as body mass index\u2009\u2265\u200925\u00a0kg/m<sup>2</sup>, and abdominal obesity as waist circumference\u2009\u2265\u200994\u00a0cm for men and\u2009\u2265\u200980\u00a0cm for women."", ""Mean age of study participants was 36.8\u2009\u00b1\u20098.1\u00a0years; 60.3% were women. Compared with the lowest quintile, women in the highest quintile of DIL were less likely to be abdominally obese (OR 0.73; 95% CI 0.57-0.92). Such significant association was not seen after controlling for potential confounders (OR 0.86; 95% CI 0.44-1.67). Neither in crude nor in adjusted models, we observed a significant association between DIL and general obesity among men and women. In terms of dietary insulin index, men in the top quintile of DII were more likely to be generally overweight or obese compared with those in the bottom quintile (OR 1.27; 95% CI 1.00-1.62). This association became non-significant after controlling for demographic characteristics (OR 1.14; 95% CI 0.84-1.56). Furthermore, in thefully adjusted model, women in the top quintile of DII were more likely to have general obesity compared with those in the bottom quintile (OR 1.40; 95% CI 1.07-1.84)."", ""We found that adherence to a diet with a high DII was associated with greater odds of general obesity among women, but not in men. Although such information might help to draw conclusions on the practical relevance of the shown findings, further studies, specifically of prospective design, are warranted.",Obesity
33746594,"<b>Aim:</b> In other respiratory infectious diseases, obesity may be associated with a poor outcome. For coronavirus disease 2019 (COVID-19), the association between obesity and severity or prognosis requires further analysis. <b>Methods:</b> This was a retrospective, single-center study. Hospitalized patients were recruited in Renmin Hospital of Wuhan University from January 2, 2020 to February 20, 2020. The data of body mass index (BMI) was obtained from follow-up of surviving patients. According to BMI, normal weight was defined as 18.5-23.9 kg/m<sup>2</sup>, overweight as 24.0-27.9 kg/m<sup>2</sup> and obesity as > 28.0 kg/m<sup>2</sup>. <b>Results:</b> A total of 463 patients were enrolled, of which 242 (52.3%) patients were in the normal weight group; 179 (38.7%) were in the overweight group; and 42 (9.1%) were in the obesity group. Compared to the normal group, obese patients were more likely to have a higher heart rate; lower finger oxygen saturation; higher levels of white blood cells, neutrophil counts, basophil counts, intravenous glucose, triacylglycerol, uric acid, alanine aminotransferase, creatine kinase-MB, CD19+ cell counts and percentage; and lower levels of monocyte percentage, high density lipoprotein and CD3+ cell percentage. In addition, the proportions of hypertension (21.5% vs. 42.6%) and severe+critical illness (47.8 vs. 81.0 %) were significantly higher in the obesity group than those in normal group. However, no significant differences were observed between the normal and obesity groups in critical illness, organ damage and defined endpoint (mechanical ventilation or intensive care unit). Multiple logistic regression showed that obesity increased the risk of developing severe+critical illness (Odd ratio 3.586, 95% CI 1.550-8.298, P=0.003) in patients with COVID-19, and did not affect the risk of critical illness, organ damage and endpoints. Overweight did not affect the risk of severity, organ damage or endpoint in patients with COVID-19. <b>Conclusion:</b> Obesity may be a risk factor for developing severity in patients with COVID-19.",Obesity
33677940,"Although obesity is a risk factor for infection, whether it has the same effect on coronavirus disease 2019 (COVID-19) need confirming. We conducted a retrospective propensity score matched case-control study to examine the association between obesity and COVID-19. This study included data from the Nationwide COVID-19 Registry and the Biennial Health Checkup database, until May 30, 2020. We identified 2,231 patients with confirmed COVID-19 and 10-fold-matched negative test controls. Overweight (body mass index [BMI] 23 to 24.9 kg/m2; adjusted odds ratio [aOR], 1.16; 95% confidence interval [CI], 1.1.03 to 1.30) and class 1 obesity (BMI 25 to 29.9 kg/m2; aOR, 1.27; 95% CI, 1.14 to 1.42) had significantly increased COVID-19 risk, while classes 2 and 3 obesity (BMI \u226530 kg/m2) showed similar but non-significant trend. Females and those &lt;50 years had more robust association pattern. Overweight and obesity are possible risk factors of COVID-19.",Obesity
33673390,"Nutrition transition can be defined as shifts in food habits, and it is characterized by high-fat (chiefly saturated animal fat), hypercaloric and salty food consumption at the expense of dietary fibers, minerals and vitamins. Western dietary patterns serve as a model for studying the impact of nutrition transition on civilization diseases, such as obesity, which is commonly associated with oxidative stress and inflammation. In fact, reactive oxygen species (ROS) overproduction can be associated with nuclear factor-\u03baB (NF-\u03baB)-mediated inflammation in obesity. NF-\u03baB regulates gene expression of several oxidant-responsive adipokines including tumor necrosis factor-\u03b1 (TNF-\u03b1). Moreover, AMP-activated protein kinase (AMPK), which plays a pivotal role in energy homeostasis and in modulation of metabolic inflammation, can be downregulated by I\u03baB kinase (IKK)-dependent TNF-\u03b1 activation. On the other hand, adherence to a Mediterranean-style diet is highly encouraged because of its healthy dietary pattern, which includes antioxidant nutraceuticals such as polyphenols. Indeed, hydroxycinnamic derivatives, quercetin, resveratrol, oleuropein and hydroxytyrosol, which are well known for their antioxidant and anti-inflammatory activities, exert anti-obesity proprieties. In this review, we highlight the impact of the most common polyphenols from Mediterranean foods on molecular mechanisms that mediate obesity-related oxidative stress and inflammation. Hence, we discuss the effects of these polyphenols on a number of signaling pathways. We note that Mediterranean diet (MedDiet) dietary polyphenols can de-regulate nicotinamide adenine dinucleotide phosphate (NADPH) oxidase (NOX) and NF-\u03baB-mediated oxidative stress, and metabolic inflammation. MedDiet polyphenols are also effective in upregulating downstream effectors of several proteins, chiefly AMPK.",Obesity
33671926,"The picture of chronic liver diseases (CLDs) has changed considerably in recent years. One of them is the increase of non-alcoholic fatty liver disease. More and more CLD patients, even those with liver cirrhosis (LC), tend to be presenting with obesity these days. The annual rate of muscle loss increases with worsening liver reserve, and thus LC patients are more likely to complicate with sarcopenia. LC is also characterized by protein-energy malnutrition (PEM). Since the PEM in LC can be invariable, the patients probably present with sarcopenic obesity (Sa-O), which involves both sarcopenia and obesity. Currently, there is no mention of Sa-O in the guidelines; however, the rapidly increasing prevalence and poorer clinical consequences of Sa-O are recognized as an important public health problem, and the diagnostic value of Sa-O is expected to increase in the future. Sa-O involves a complex interplay of physiological mechanisms, including increased inflammatory cytokines, oxidative stress, insulin resistance, hormonal disorders, and decline of physical activity. The pathogenesis of Sa-O in LC is diverse, with a lot of perturbations in the muscle-liver-adipose tissue axis. Here, we overview the current knowledge of Sa-O, especially focusing on LC.",Obesity
33671428,"The potential biological activities of <i>Viburnum stellato-tomentosum</i> (VS), a plant mainly found in Costa Rica, have yet to be reported. Supplementation of VS extract for 17 weeks significantly decreased body weight gain, fat weight, fasting glucose, insulin, homeostasis model assessment of insulin resistance (HOMA-IR), and triglyceride levels in high-fat diet (HFD)-fed C57BL/6J mice. The molecular mechanisms underlying the anti-obesity and glucose-lowering effects of VS extract were investigated. VS extract suppressed adipocyte hypertrophy by regulating lipogenesis-related CCAAT/enhancer-binding protein \u03b1 (C/EBP\u03b1) and insulin sensitivity-related peroxisome proliferator-activated receptor \u03b3 (<i>Pparg</i>) expression in adipose tissue (AT) and hepatic steatosis by inhibiting C/EBP\u03b1 and lipid transport-related fatty acid binding protein 4 (FABP4) expression. VS extract enhanced muscular fatty acid \u03b2-oxidation-related AMP-activated protein kinase (AMPK) and PPAR\u03b1 expression with increasing <i>Pparg</i> levels. Furthermore, VS extract contained a much higher content of amentoflavone (AMF) (29.4 mg/g extract) compared to that in other <i>Viburnum</i> species. AMF administration decreased <i>Cebpa</i> and <i>Fabp4</i> levels in the AT and liver, as well as improved insulin signaling-related insulin receptor substrate 1 (<i>Irs1</i>) and glucose transporter 1 (<i>Glut1</i>) levels in the muscle of HFD-fed mice. This study elucidated the <i>in vivo</i> molecular mechanisms of AMF for the first time. Therefore, VS extract effectively diminished obesity and hyperglycemia by suppressing C/EBP\u03b1-mediated lipogenesis in the AT and liver, enhancing PPAR\u03b1-mediated fatty acid \u03b2-oxidation in muscle, and PPAR\u03b3-mediated insulin sensitivity in AT and muscle.",Obesity
33668212,"Since alterations of the gut microbiota have been shown to play a major role in obesity, probiotics have attracted attention. Our aim was to identify probiotic candidates for the management of obesity using a combination of in vitro and in vivo approaches. We evaluated in vitro the ability of 23 strains to limit lipid accumulation in adipocytes and to enhance the secretion of satiety-promoting gut peptide in enteroendocrine cells. Following the in vitro screening, selected strains were further investigated in vivo, single, or as mixtures, using a murine model of diet-induced obesity. Strain <i>Bifidobacterium longum</i> PI10 administrated alone and the mixture of <i>B. animalis</i> subsp. <i>lactis</i> LA804 and <i>Lactobacillus gasseri</i> LA806 limited body weight gain and reduced obesity-associated metabolic dysfunction and inflammation. These protective effects were associated with changes in the hypothalamic gene expression of leptin and leptin receptor as well as with changes in the composition of gut microbiota and the profile of bile acids. This study provides crucial clues to identify new potential probiotics as effective therapeutic approaches in the management of obesity, while also providing some insights into their mechanisms of action.",Obesity
33640874,"\u00d6sszefoglal\u00f3. Az elh\u00edz\u00e1s \u00e9s k\u00f6vetkezm\u00e9nyes megbeteged\u00e9sei fontos n\u00e9peg\u00e9szs\u00e9g\u00fcgyi probl\u00e9m\u00e1t jelentenek haz\u00e1nkban is. Kezel\u00e9se komoly szakmai kih\u00edv\u00e1s, ugyanakkor prevenci\u00f3ja eredm\u00e9nyesebb lehet. Az elh\u00edzott betegekkel leggyakrabban tal\u00e1lkoz\u00f3 h\u00e1ziorvosok, m\u00e1s szakorvosok \u00e9s eg\u00e9szs\u00e9g\u00fcgyi szakemberek r\u00e9sz\u00e9r\u0151l nagy ig\u00e9ny van egy viszonylag r\u00f6vid, \u00e1ttekinthet\u0151, naprak\u00e9sz gyakorlatias \u00fatmutat\u00f3ra. A k\u00fcl\u00f6nb\u00f6z\u0151 orvosszakmai t\u00e1rsas\u00e1gokban tev\u00e9kenyked\u0151, \u00e9vtizedes szakmai tapasztalatokkal rendelkez\u0151 szerz\u0151k \u00f6sszefoglalj\u00e1k tudom\u00e1nyosan megalapozott, bizony\u00edt\u00e9kokon alapul\u00f3 ismereteiket. Az elh\u00edz\u00e1s kezel\u00e9s\u00e9t l\u00e9pcs\u0151zetesen c\u00e9lszer\u0171 megkezdeni, el\u0151tte felm\u00e9rve a beteg motiv\u00e1ci\u00f3j\u00e1t, \u00e1ltal\u00e1nos \u00e1llapot\u00e1t, lehet\u0151s\u00e9geit. A szerz\u0151k le\u00edrj\u00e1k az energiasz\u00fcks\u00e9glet meghat\u00e1roz\u00e1s\u00e1val, az \u00e9trenddel \u00e9s a fizikai aktivit\u00e1s megtervez\u00e9s\u00e9vel kapcsolatos alapvet\u0151 szempontokat. Felsorolj\u00e1k a haz\u00e1nkban el\u00e9rhet\u0151 gy\u00f3gyszereket \u00e9s metabolikus seb\u00e9szeti beavatkoz\u00e1sokat, az \u00e9letm\u00f3di t\u00e1mogat\u00e1s ig\u00e9ny\u00e9t. Az elh\u00edz\u00e1s megel\u0151z\u00e9s\u00e9ben az \u00e9let els\u0151 1000 napj\u00e1nak t\u00e1pl\u00e1lkoz\u00e1sa, a k\u00e9s\u0151bbiekben a sz\u00fcl\u0151i minta a meghat\u00e1roz\u00f3. Sok kihaszn\u00e1latlan lehet\u0151s\u00e9ge van a h\u00e1ziorvosok, a lak\u00f3k\u00f6z\u00f6ss\u00e9gek, az \u00e1llami szervek koordin\u00e1lt egy\u00fcttm\u0171k\u00f6d\u00e9s\u00e9nek, helyi kezdem\u00e9nyez\u00e9seknek. Az elh\u00edz\u00e1s betegs\u00e9gk\u00e9nt val\u00f3 meghat\u00e1roz\u00e1sa egyar\u00e1nt ig\u00e9nyel eg\u00e9szs\u00e9gpolitikai \u00e9s korm\u00e1nyzati t\u00e1mogat\u00e1st, az elh\u00edzottak ell\u00e1t\u00e1s\u00e1ra szakosodott multidiszciplin\u00e1ris centrumok sz\u00e1m\u00e1nak \u00e9s kompetenci\u00e1j\u00e1nak n\u00f6vel\u00e9s\u00e9t. Orv Hetil. 2021; 162(9): 323-335. Summary. Obesity and related morbidities have a high public health impact in Hungary. The treatment is a challenge, but prevention seems more effective. General practitioners, other specialists and health care professionals who are treating obese persons require short, summarized, updated and practical guideline. Hungarian medical professionals of different scientific societies, having decennial practices, are summarizing their evidence-based knowledge. Obesity management requires step by step approach, evaluating previously the general health condition, motivation and options of the patients. The measurement of energy requirement, planning of diet and physical activities, available surgical methods and medications are described in detail with life style and mental support needed. The most important period in the prevention of obesity is the first 1000 days from conception. Other significant factors are the life style habits of the parents. Proper obesity prevention requires better coordination of primary health care, community and governmental activities. Obesity should be defined as morbidity, therefore stronger governmental support and more health-policy initiatives are needed, beside increasing number and developing of multidisciplinary centres. Orv Hetil. 2021; 162(9): 323-335.",Obesity
33621414,"Obesity is one of the biggest health challenges of the 21st century, already affecting close to 700 million people worldwide, debilitating and shortening lives and costing billions of pounds in healthcare costs and loss of workability. Body weight homeostasis relies on complex biological mechanisms and the development of obesity occurs on a background of genetic susceptibility and an environment promoting increased caloric intake and reduced physical activity. The pathophysiology of common obesity links neuro-endocrine and metabolic disturbances with behavioural changes, genetics, epigenetics and cultural habits. Also, specific causes of obesity exist, including monogenetic diseases and iatrogenic causes. In this review, we provide an overview of obesity mechanisms in humans with a focus on energy homeostasis, endocrine regulation of food intake and eating behavior, as well as the most common specific causes of obesity.",Obesity
33675235,"Teicoplanin has a potential antiviral activity expressed against severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) and was suggested as a complementary option to treat coronavirus disease 2019 (COVID-19) patients. In this multicentric, retrospective, observational research the aim was to evaluate the impact of teicoplanin on the course of COVID-19 in critically ill patients. Fifty-five patients with severe COVID-19, hospitalized in the intensive care units (ICUs) and treated with best available therapy were retrospectively analysed. Among them 34 patients were also treated with teicoplanin (Tei-COVID group), while 21 without teicoplanin (control group). Crude in-hospital Day-30 mortality was lower in Tei-COVID group (35.2%) than in control group (42.8%), however not reaching statistical significance (p\u2009=\u2009.654). No statistically significant differences in length of stay in the ICU were observed between Tei-COVID group and control group (p\u2009=\u2009.248). On Day 14 from the ICU hospitalization, viral clearance was achieved in 64.7% patients of Tei-COVID group and 57.1% of control group, without statistical difference. Serum C-reactive protein level was significantly reduced in Tei-COVID group compared to control group, but not other biochemical parameters. Finally, Gram-positive were the causative pathogens for 25% of BSIs in Tei-COVID group and for 70.6% in controls. No side effects related to teicoplanin use were observed. Despite several limitations require further research, in this study the use of teicoplanin is not associated with a significant improvement in outcomes analysed. The antiviral activity of teicoplanin against SARS-CoV-2, previously documented, is probably more effective at early clinical stages.",COVID
33823179,"COVID-19 was declared an international public health emergency in January, and a pandemic in March of 2020. There are over 125 million confirmed COVID-19 cases that have caused over 2.7 million deaths worldwide as of March 2021. COVID-19 is caused by the SARS-CoV-2 virus. SARS-CoV-2 presents a surface \""spike\"" protein that binds to the ACE2 receptor to infect host cells. In addition to the respiratory tract, SARS-Cov-2 can also infect cells of the oral mucosa, which also express the ACE2 receptor. The spike and ACE2 proteins are highly glycosylated with sialic acid modifications that direct viral-host interactions and infection. Maackia amurensis seed lectin (MASL) has a strong affinity for sialic acid modified proteins and can be used as an antiviral agent. Here, we report that MASL targets the ACE2 receptor, decreases ACE2 expression and glycosylation, suppresses binding of the SARS-CoV-2 spike protein, and decreases expression of inflammatory mediators by oral epithelial cells that cause ARDS in COVID-19 patients. In addition, we report that MASL also inhibits SARS-CoV-2 infection of kidney epithelial cells in culture. This work identifies MASL as an agent with potential to inhibit SARS-CoV-2 infection and COVID-19 related inflammatory syndromes.",COVID
33470561,"Weather and the susceptibility of children to severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection is still a debated question and currently a hot topic, particularly in view of important decisions regarding opening schools. Therefore, we performed this prospective analysis of anti-SARS-CoV-2 immunoglobulin G (IgG) antibodies in children with known household exposure to SARS-CoV-2 and compared their IgG status with the other adults exposed to the index case in the same household. A total of 30 families with a documented COVID-19 index case were included. A total of 44 out of 80 household contacts (55%) of index patients had anti SARS-CoV-2 IgG antibodies. In particular, 16/27 (59,3%) adult partners had IgG antibodies compared with 28/53 (52,3%) of pediatric contacts (p\u2009>\u2009.05). Among the pediatric population, children\u2009\u22655 years of age had a similar probability of having SARS-CoV-2 IgG antibodies (21/39, 53.8%) compared to those\u2009less than\u20095 years old (7/14, 50%) (p\u2009>\u2009.05). Adult partners and children also had a similar probability of having SARS-CoV-2 IgG antibodies. Interestingly, 10/28 (35.7%) of children and 5/27 (18.5%) of adults with SARS-CoV-2 IgG antibodies were previously diagnosed as COVID-19 cases. Our study shows evidence of a high rate of IgG antibodies in children exposed to SARS-CoV-2. This report has public health implications, highlighting the need to establish appropriate guidelines for school openings and other social activities related to childhood.",COVID
33939647,"The characterization of the adaptive immune response to COVID-19 vaccination in individuals who recovered from SARS-CoV-2 infection may define current and future clinical practice. To determine the effect of the 2-dose BNT162b2 mRNA COVID-19 vaccination schedule in individuals who recovered from COVID-19 (COVID-19-recovered subjects) compared with naive subjects, we evaluated SARS-CoV-2 Spike-specific T and B cell responses, as well as specific IgA, IgG, IgM, and neutralizing antibodies titers in 22 individuals who received the BNT162b2 mRNA COVID-19 vaccine, 11 of whom had a previous history of SARS-CoV-2 infection. Evaluations were performed before vaccination and then weekly until 7 days after second injection. Data obtained clearly showed that one vaccine dose is sufficient to increase both cellular and humoral immune response in COVID-19-recovered subjects without any additional improvement after the second dose. On the contrary, the second dose proved mandatory in naive subjects to further enhance the immune response. These findings were further confirmed at the serological level in a larger cohort of naive (n = 68) and COVID-19-recovered (n = 29) subjects, tested up to 50 days after vaccination. These results question whether a second vaccine injection in COVID-19-recovered subjects is required, and indicate that millions of vaccine doses may be redirected to naive individuals, thus shortening the time to reach herd immunity.",COVID
33464917,"The novel severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), the causative agent of coronavirus disease 2019 (COVID-19), was declared a pandemic infection in March 2020. As of December 2020, two COVID-19 vaccines have been authorized for emergency use by the U.S. Food and Drug Administration, but there are no effective drugs to treat COVID-19, and pandemic mitigation efforts like physical distancing have had acute social and economic consequences. In this perspective, we discuss how the proteomic research community can leverage technologies and expertise to address the pandemic by investigating four key areas of study in SARS-CoV-2 biology. Specifically, we discuss how (1) mass spectrometry-based structural techniques can overcome limitations and complement traditional structural approaches to inform the dynamic structure of SARS-CoV-2 proteins, complexes, and virions; (2) virus-host protein-protein interaction mapping can identify the cellular machinery required for SARS-CoV-2 replication; (3) global protein abundance and post-translational modification profiling can characterize signaling pathways that are rewired during infection; and (4) proteomic technologies can aid in biomarker identification, diagnostics, and drug development in order to monitor COVID-19 pathology and investigate treatment strategies. Systems-level high-throughput capabilities of proteomic technologies can yield important insights into SARS-CoV-2 biology that are urgently needed during the pandemic, and more broadly, can inform coronavirus virology and host biology.",COVID
33285283,"To study the effectiveness of COVID-19 convalescent plasma (CCP) therapy for patients with moderate and severe COVID-19 disease."", ""This non-randomized prospective cohort study was conducted from May 21 to June 30, 2020, at four major tertiary hospitals in Kuwait. CCP was administered to 135 patients. The control group comprised 233 patients who received standard treatment. All patients (N = 368, median age 54 [range 15-82]) had laboratory-confirmed SARS-CoV-2 infection and either moderate or severe COVID-19 disease."", ""CCP treatment was associated with a higher rate of clinical improvement in patients with moderate or severe disease. Among those with moderate COVID-19 disease, time to clinical improvement was 7 days in the CCP group, versus 8 days in the control group (p = 0\u00b7006). For severe COVID-19 disease, time to clinical improvement was 7 days in the CCP group, versus 15.5 days in the control group (p = 0\u00b7003). In the adjusted analysis, patients with moderate disease treated with CCP had a significantly lower 30-day mortality rate. Compared to the control group, oxygen saturation improved within 3 days of CCP transfusion, and lymphocyte counts improved from day 7 in patients with moderate COVID-19 disease and day 11 in patients with severe disease. C-reactive protein levels declined throughout the first 14 days after CCP transfusion. None of the CCP patients developed a serious transfusion reaction."", ""The data show that administration of CCP is a safe treatment option for patients with COVID-19 disease with a favorable outcome in the rate of, and time to, clinical improvement.",COVID
34073484,"Due to the current, rapidly increasing Coronavirus disease 2019 (COVID-19) pandemic, efficient and highly specific diagnostic methods are needed. The receptor-binding part of the spike (S) protein, S1, has been suggested to be highly virus-specific; it does not cross-react with antibodies against other coronaviruses. Three recombinant partial S proteins of severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) expressed in mammalian or baculovirus-insect cells were evaluated as antigens in a Luminex-based suspension immunoassay (SIA). The best performing antigen (S1; amino acids 16-685) was selected and further evaluated by serum samples from 76 Swedish patients or convalescents with COVID-19 (previously PCR and/or serologically confirmed), 200 pre-COVID-19 individuals (180 blood donors and 20 infants), and 10 patients with acute Epstein-Barr virus infection. All 76 positive samples showed detectable antibodies to S1, while none of the 210 negative controls gave a false positive antibody reaction. We further compared the COVID-19 SIA with a commercially available enzyme immunoassay and a previously evaluated COVID-19 rapid antibody test. The results revealed an overall assay sensitivity of 100%, a specificity of 100% for both IgM and IgG, a quantitative ability at concentrations up to 25 BAU/mL, and a better performance as compared to the commercial assays, suggesting the COVID-19 SIA as a most valuable tool for efficient laboratory-based serology.",COVID
33620031,"COVID-19 CG (covidcg.org) is an open resource for tracking SARS-CoV-2 single-nucleotide variations (SNVs), lineages, and clades using the virus genomes on the GISAID database while filtering by location, date, gene, and mutation of interest. COVID-19 CG provides significant time, labor, and cost-saving utility to projects on SARS-CoV-2 transmission, evolution, diagnostics, therapeutics, vaccines, and intervention tracking. Here, we describe case studies in which users can interrogate (1) SNVs in the SARS-CoV-2 spike receptor binding domain (RBD) across different geographical regions to inform the design and testing of therapeutics, (2) SNVs that may impact the sensitivity of commonly used diagnostic primers, and (3) the emergence of a dominant lineage harboring an S477N RBD mutation in Australia in 2020. To accelerate COVID-19 efforts, COVID-19 CG will be upgraded with new features for users to rapidly pinpoint mutations as the virus evolves throughout the pandemic and in response to therapeutic and public health interventions.",COVID
33247924,"During the coronavirus disease 2019 (COVID-19) pandemic, many countries experienced infection in health care workers (HCW) due to overburdened health care systems. Whether infected HCW acquire protective immunity against severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is unclear."", ""In a Norwegian prospective cohort study, we enrolled 607 HCW before and after the first COVID-19 wave. Exposure history, COVID-19-like symptoms, and serum samples were collected. SARS-CoV-2-specific antibodies were characterized by spike-protein IgG/IgM/IgA enzyme-linked immunosorbent and live-virus neutralization assays."", ""Spike-specific IgG/IgM/IgA antibodies increased after the first wave in HCW with, but not in HCW without, COVID-19 patient exposure. Thirty-two HCW (5.3%) had spike-specific antibodies (11 seroconverted with \u22654-fold increase, 21 were seropositive at baseline). Neutralizing antibodies were found in 11 HCW that seroconverted, of whom 4 (36.4%) were asymptomatic. Ninety-seven HCW were tested by reverse transcriptase polymerase chain reaction (RT-PCR) during follow-up; 8 were positive (7 seroconverted, 1 had undetectable antibodies)."", ""We found increases in SARS-CoV-2 neutralizing antibodies in infected HCW, especially after COVID-19 patient exposure. Our data show a low number of SARS-CoV-2-seropositive HCW in a low-prevalence setting; however, the proportion of seropositivity was higher than RT-PCR positivity, highlighting the importance of antibody testing.",COVID
33582450,"Severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2), the cause of COVID-19, is reported to increase the rate of mortality worldwide. COVID-19 is associated with acute respiratory symptoms as well as blood coagulation in the vessels (thrombosis), heart attack and stroke. Given the requirement of angiotensin converting enzyme 2 (ACE2) receptor for SARS-CoV-2 entry into host cells, here we discuss how the downregulation of ACE2 in the COVID-19 patients and virus-induced shift in ACE2 catalytic equilibrium, change the concentrations of substrates such as angiotensin II, apelin-13, dynorphin-13, and products such as angiotensin (1-7), angiotensin (1-9), apelin-12, dynorphin-12 in the human body. Substrates accumulation ultimately induces inflammation, angiogenesis, thrombosis, neuronal and tissue damage while diminished products lead to the loss of the anti-inflammatory, anti-thrombotic and anti-angiogenic responses. In this review, we focus on the viral-induced imbalance between ACE2 substrates and products which exacerbates the severity of COVID-19. Considering the roadmap, we propose multiple therapeutic strategies aiming to rebalance the products of ACE2 and to ameliorate the symptoms of the disease.",COVID
33135795,"The coronavirus disease 2019 (COVID-19) is a pandemic caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). However, little is known about the durability of the antibody response during COVID-19 convalescent phase. We investigated the prevalence of anti-SARS-CoV-2 specific antibodies including immunoglobulin G (IgG) and immunoglobulin M (IgM) antibodies and the dynamic changes in antibody levels in convalescent COVID-19 patients. A total of 159 blood samples were collected from 52 recovered COVID-19 patients up to six months after symptom onset for longitudinal serological tests. The positive rate of IgG and IgM antibodies was 92.3% and 90.4% in the first month after symptom onset, and the seropositivity of IgG antibody remained high at all follow-up time points, whereas the seropositivity of IgM antibody decreased to 22.73% by the sixth months after symptom onset. The level of IgG antibody was stable, the level of IgM antibody decreased slightly in the early convalescent phase and was detected in only five patients in the sixth month after symptom onset. The level of IgG antibody was higher in the severe and critical group than in the moderate group. The anti-SARS-CoV-2 specific antibodies have a long-term persistence in convalescent COVID-19 patients, whether they have long-term protection need to be further investigated.",COVID
